ID,Category,Image_ID,Equation,Solution_Steps,Sign_Language,Sign_Text,Sign_Translation,Anomaly_Type,Anomaly_Score,Timestamp,Camera_ID,Confidence_Score,Bounding_Box_X,Bounding_Box_Y,Bounding_Box_Width,Bounding_Box_Height,Blur_Level,Brightness_Level,Contrast_Level,Noise_Level,Label
1653,Handwritten Math Solutions,IMG_6215,∫ x dx,10.0,,,,,,2024-01-02 03:32:00,,0.69,114,11,87,98,0.6483657735311893,0.20186381333655878,0.5274627163056141,0.2789135633839612,Incorrect
1654,Handwritten Math Solutions,IMG_3863,x^2 + y^2 = 25,1.0,,,,,,2024-01-02 03:33:00,,0.84,425,71,130,167,0.8890272850646286,0.9358508469958956,0.36315725878372285,0.19245994254361176,Uncertain
1655,Security Camera Anomalies,IMG_5879,,,,,,Unauthorized Access,0.92,2024-01-02 03:34:00,7.0,0.83,406,445,158,153,0.7906874701883074,0.8654523507496147,0.8384537986590112,0.3150904919852542,Correct
1656,Multi-lingual Street Signs,IMG_6273,,,Spanish,Yield,Cédez le passage,,,2024-01-02 03:35:00,,0.91,274,404,194,115,0.48632737250086255,0.729962383949871,0.5926814489019393,0.9753738498470826,Correct
1657,Handwritten Math Solutions,IMG_4905,∫ x dx,4.0,,,,,,2024-01-02 03:36:00,,0.75,60,74,134,138,0.6561178475661935,0.4102684906977776,0.36406647784677015,0.8472354742227196,Incorrect
1658,Multi-lingual Street Signs,IMG_1182,,,French,No Entry,Limite de velocidad 50,,,2024-01-02 03:37:00,,0.94,144,123,177,102,0.68303649533863,0.8217899773278592,0.35874838992782165,0.49702913034457974,Uncertain
1659,Multi-lingual Street Signs,IMG_1625,,,Spanish,Stop,禁止进入,,,2024-01-02 03:38:00,,0.7,127,391,158,95,0.9543926898507586,0.9589541642341105,0.3004452218208874,0.6279750516589735,Uncertain
1660,Security Camera Anomalies,IMG_8232,,,,,,Normal,0.03,2024-01-02 03:39:00,39.0,0.9,52,314,121,73,0.00665111978565891,0.2685885403829982,0.39476055618136763,0.760842089481842,Correct
1661,Handwritten Math Solutions,IMG_9786,∫ x dx,8.0,,,,,,2024-01-02 03:40:00,,0.89,414,224,168,114,0.23001289381451662,0.07560665653337217,0.007053209073905609,0.7696414662381298,Incorrect
1662,Handwritten Math Solutions,IMG_7263,∫ x dx,7.0,,,,,,2024-01-02 03:41:00,,0.54,372,268,85,182,0.889133237325123,0.3703483151645979,0.5005157950233564,0.24480982852385247,Uncertain
1663,Handwritten Math Solutions,IMG_8714,Σ(n=1 to ∞) 1/n^2,3.0,,,,,,2024-01-02 03:42:00,,0.9,177,365,143,129,0.5364744544020139,0.5491168741927057,0.7392138117737417,0.5304436005281679,Uncertain
1664,Security Camera Anomalies,IMG_2076,,,,,,Unauthorized Access,0.16,2024-01-02 03:43:00,47.0,1.0,131,390,198,177,0.4711173731558048,0.02641735610295104,0.28268287084982313,0.22457977965192244,Incorrect
1665,Security Camera Anomalies,IMG_3114,,,,,,Unauthorized Access,0.27,2024-01-02 03:44:00,30.0,0.85,165,138,71,97,0.45684682650218966,0.25607216461228755,0.6542495784646829,0.06408245012443725,Correct
1666,Security Camera Anomalies,IMG_9399,,,,,,Unauthorized Access,0.81,2024-01-02 03:45:00,23.0,0.97,156,458,82,152,0.14094821116012535,0.3912069975743775,0.7966211750099433,0.8345349518072496,Correct
1667,Handwritten Math Solutions,IMG_3189,x^2 + y^2 = 25,7.0,,,,,,2024-01-02 03:46:00,,0.6,162,279,150,165,0.22004743083717226,0.3803314062600627,0.4846998583141585,0.18089731770121764,Uncertain
1668,Security Camera Anomalies,IMG_1883,,,,,,Loitering,0.16,2024-01-02 03:47:00,34.0,0.88,498,187,133,198,0.2584985431856792,0.4740522593592811,0.22860307593899654,0.6718893700100901,Incorrect
1669,Handwritten Math Solutions,IMG_6080,x^2 + y^2 = 25,4.0,,,,,,2024-01-02 03:48:00,,0.65,321,30,123,93,0.642979402641472,0.20731005633775001,0.4109139752915485,0.20777336391482415,Uncertain
1670,Security Camera Anomalies,IMG_4559,,,,,,Normal,0.89,2024-01-02 03:49:00,27.0,0.7,349,460,80,80,0.23752116127245748,0.09613578404783285,0.4745253690370763,0.5205654732410178,Incorrect
1671,Multi-lingual Street Signs,IMG_3503,,,Spanish,No Entry,Cédez le passage,,,2024-01-02 03:50:00,,0.99,395,371,112,99,0.2784918395496849,0.9916498140979287,0.9320234215405451,0.9202542811874049,Uncertain
1672,Handwritten Math Solutions,IMG_5320,x^2 + y^2 = 25,10.0,,,,,,2024-01-02 03:51:00,,0.85,211,249,135,84,0.4560634115361015,0.251898982202332,0.27289214155998653,0.5340887390335299,Uncertain
1673,Multi-lingual Street Signs,IMG_7333,,,Chinese,Yield,Cédez le passage,,,2024-01-02 03:52:00,,0.8,423,421,142,126,0.625138081863782,0.7693387965975516,0.03841466594246856,0.7075147745777984,Correct
1674,Multi-lingual Street Signs,IMG_8052,,,Chinese,Stop,Limite de velocidad 50,,,2024-01-02 03:53:00,,0.77,39,105,187,193,0.9976690199753885,0.3103282850218979,0.5339655216575805,0.36211825272418896,Uncertain
1675,Handwritten Math Solutions,IMG_2716,∫ x dx,4.0,,,,,,2024-01-02 03:54:00,,0.97,232,13,185,114,0.3782985029819139,0.8573542155227422,0.15667986444883075,0.05786271674978993,Correct
1676,Multi-lingual Street Signs,IMG_2453,,,English,No Entry,禁止进入,,,2024-01-02 03:55:00,,0.96,159,212,198,191,0.3499816686328344,0.8711489132853567,0.8884612993833076,0.5165356425481954,Correct
1677,Multi-lingual Street Signs,IMG_3337,,,Chinese,No Entry,禁止进入,,,2024-01-02 03:56:00,,0.58,497,170,86,125,0.1572472513686053,0.9832105525226221,0.6575851524686535,0.7823765279218106,Incorrect
1678,Security Camera Anomalies,IMG_8827,,,,,,Normal,0.74,2024-01-02 03:57:00,40.0,0.93,440,459,124,195,0.9994740456116197,0.4718334475144931,0.08338423819173979,0.8044874568829136,Incorrect
1679,Security Camera Anomalies,IMG_8843,,,,,,Unauthorized Access,0.92,2024-01-02 03:58:00,46.0,0.98,361,200,181,118,0.6052668446289978,0.24836360093560073,0.8095242201867842,0.6814820196618996,Incorrect
1680,Security Camera Anomalies,IMG_2922,,,,,,Loitering,0.98,2024-01-02 03:59:00,26.0,0.62,383,271,125,101,0.44999274950577817,0.06492319827299253,0.4424391022628744,0.9009355009215184,Correct
1681,Handwritten Math Solutions,IMG_2003,Σ(n=1 to ∞) 1/n^2,9.0,,,,,,2024-01-02 04:00:00,,0.96,474,373,115,101,0.39829834237174344,0.6085260588651749,0.5944575870714359,0.4323420970765187,Incorrect
1682,Handwritten Math Solutions,IMG_4216,Σ(n=1 to ∞) 1/n^2,4.0,,,,,,2024-01-02 04:01:00,,0.97,82,439,177,82,0.4168876276422624,0.06293664214584038,0.6124440338004865,0.19370825883076348,Incorrect
1683,Multi-lingual Street Signs,IMG_3560,,,Chinese,Speed Limit 50,Alto,,,2024-01-02 04:02:00,,0.89,339,238,174,116,0.36195400839096536,0.3882517780871104,0.8728168771333914,0.6100494119609924,Incorrect
1684,Security Camera Anomalies,IMG_5451,,,,,,Normal,0.05,2024-01-02 04:03:00,23.0,0.64,303,6,107,178,0.3244140398257839,0.7331097291656431,0.5363157424768417,0.5285162175686667,Uncertain
1685,Handwritten Math Solutions,IMG_9025,∫ x dx,4.0,,,,,,2024-01-02 04:04:00,,0.91,101,217,147,53,0.202847736436923,0.45433954721894654,0.368805615923799,0.8171025153783318,Uncertain
1686,Handwritten Math Solutions,IMG_7374,∫ x dx,8.0,,,,,,2024-01-02 04:05:00,,0.56,366,262,162,127,0.26010708226397716,0.044518135390043345,0.36633272569711617,0.6142494050606601,Correct
1687,Multi-lingual Street Signs,IMG_3634,,,French,No Entry,Limite de velocidad 50,,,2024-01-02 04:06:00,,0.95,37,73,86,116,0.9924796368335617,0.7606142998819816,0.3021680259746292,0.10930864867987522,Correct
1688,Handwritten Math Solutions,IMG_8188,x^2 + y^2 = 25,9.0,,,,,,2024-01-02 04:07:00,,0.58,113,287,101,126,0.8002111489293962,0.49786728602061014,0.6875216064679766,0.5787752349583778,Incorrect
1689,Multi-lingual Street Signs,IMG_6829,,,Spanish,Speed Limit 50,Alto,,,2024-01-02 04:08:00,,0.96,39,169,175,100,0.36920299215553376,0.7988237079097796,0.0728847942420423,0.08362934109296816,Correct
1690,Handwritten Math Solutions,IMG_9771,x^2 + y^2 = 25,2.0,,,,,,2024-01-02 04:09:00,,0.53,245,123,164,200,0.021652862285240104,0.5554284907210926,0.17504357392788006,0.22202298135995868,Correct
1691,Handwritten Math Solutions,IMG_3632,x^2 + y^2 = 25,7.0,,,,,,2024-01-02 04:10:00,,0.95,282,233,198,57,0.5224706642949057,0.07053427417457703,0.4966601919101824,0.07457516622496818,Incorrect
1692,Multi-lingual Street Signs,IMG_1953,,,English,Stop,Cédez le passage,,,2024-01-02 04:11:00,,0.84,488,245,122,198,0.737174370231688,0.07134748657336465,0.6479788799622914,0.8484976244693238,Uncertain
1693,Handwritten Math Solutions,IMG_1900,∫ x dx,6.0,,,,,,2024-01-02 04:12:00,,0.76,94,193,66,190,0.06654360332629095,0.5744932584884842,0.1963752084463103,0.3231344594396266,Correct
1694,Multi-lingual Street Signs,IMG_6673,,,Chinese,Speed Limit 50,禁止进入,,,2024-01-02 04:13:00,,0.56,371,215,56,103,0.521014887770558,0.9857421020329911,0.04931723552638989,0.3878565713207497,Correct
1695,Multi-lingual Street Signs,IMG_4550,,,French,Speed Limit 50,禁止进入,,,2024-01-02 04:14:00,,0.63,400,398,88,154,0.3655838728080576,0.7124135086270714,0.04218145339223456,0.6674396554636928,Incorrect
1696,Handwritten Math Solutions,IMG_7102,x^2 + y^2 = 25,10.0,,,,,,2024-01-02 04:15:00,,0.99,276,409,74,131,0.7033997410818793,0.9493374244849757,0.5109287258823338,0.1649040259249266,Correct
1697,Security Camera Anomalies,IMG_6267,,,,,,Unauthorized Access,0.46,2024-01-02 04:16:00,36.0,0.71,119,262,166,163,0.15068241377573222,0.9400159435256291,0.4570501908579281,0.6052224928493867,Uncertain
1698,Multi-lingual Street Signs,IMG_1580,,,English,Speed Limit 50,Alto,,,2024-01-02 04:17:00,,0.69,240,449,166,72,0.6335762966867778,0.2562728691344378,0.058814084081067586,0.5624076496376372,Incorrect
1699,Security Camera Anomalies,IMG_7048,,,,,,Loitering,0.76,2024-01-02 04:18:00,26.0,0.54,161,128,114,162,0.5126641005641187,0.16350491411348422,0.5526679374739851,0.15748792630525688,Uncertain
1700,Multi-lingual Street Signs,IMG_5712,,,English,Speed Limit 50,禁止进入,,,2024-01-02 04:19:00,,0.72,297,18,178,59,0.2519580258828561,0.697014309871076,0.20564140803983655,0.9760655357237084,Incorrect
1701,Handwritten Math Solutions,IMG_9645,x^2 + y^2 = 25,3.0,,,,,,2024-01-02 04:20:00,,0.57,414,394,67,166,0.643829417230327,0.20712224129752932,0.6351822594646348,0.9150852075116845,Correct
1702,Security Camera Anomalies,IMG_5307,,,,,,Normal,0.16,2024-01-02 04:21:00,16.0,0.77,263,15,111,74,0.2708710207195786,0.5255652776093157,0.8742450309567636,0.9995396785805684,Correct
1703,Multi-lingual Street Signs,IMG_5863,,,French,Speed Limit 50,Alto,,,2024-01-02 04:22:00,,0.79,294,280,53,52,0.18757434577765997,0.9835443216980677,0.20730947111139053,0.7412472809884483,Incorrect
1704,Security Camera Anomalies,IMG_2833,,,,,,Unauthorized Access,0.65,2024-01-02 04:23:00,22.0,0.61,209,210,182,172,0.6303574177499334,0.9942040032337074,0.3925796746089475,0.008282144459643703,Incorrect
1705,Multi-lingual Street Signs,IMG_9410,,,French,Stop,禁止进入,,,2024-01-02 04:24:00,,0.67,185,164,123,184,0.8614932179358665,0.8362616343459472,0.8794162888549204,0.5576073985192108,Uncertain
1706,Multi-lingual Street Signs,IMG_4462,,,Spanish,Yield,Cédez le passage,,,2024-01-02 04:25:00,,0.7,344,191,191,122,0.3144558875202914,0.28686897875398876,0.6324211893350061,0.9928907001117725,Uncertain
1707,Security Camera Anomalies,IMG_3367,,,,,,Normal,0.75,2024-01-02 04:26:00,19.0,0.92,395,113,129,169,0.8437880505753329,0.06027107638744611,0.5338052515878152,0.5481983988715878,Uncertain
1708,Multi-lingual Street Signs,IMG_6715,,,Chinese,Yield,Cédez le passage,,,2024-01-02 04:27:00,,0.69,385,185,138,171,0.4454069193526925,0.9277869141288374,0.5098297756456152,0.9961830337743081,Correct
1709,Multi-lingual Street Signs,IMG_3005,,,English,No Entry,Alto,,,2024-01-02 04:28:00,,0.6,460,73,198,149,0.49564349602913516,0.4403877567951826,0.3696679863447928,0.4416827954502711,Incorrect
1710,Handwritten Math Solutions,IMG_9852,∫ x dx,1.0,,,,,,2024-01-02 04:29:00,,0.94,432,471,170,178,0.5932721078210231,0.05569855703788262,0.6881484556142626,0.6718832311422253,Correct
1711,Handwritten Math Solutions,IMG_7735,x^2 + y^2 = 25,3.0,,,,,,2024-01-02 04:30:00,,0.97,219,363,189,61,0.04145357071092137,0.04122741280626985,0.6133864288956836,0.4233777215647303,Incorrect
1712,Multi-lingual Street Signs,IMG_6522,,,Spanish,Stop,Alto,,,2024-01-02 04:31:00,,0.58,408,443,58,120,0.17169963371476382,0.7154674798788807,0.24157582015503842,0.6319791465799186,Uncertain
1713,Multi-lingual Street Signs,IMG_4707,,,Chinese,Yield,禁止进入,,,2024-01-02 04:32:00,,0.99,78,68,158,153,0.4994453000867022,0.9296370286959055,0.9252500135437934,0.656749465634648,Uncertain
1714,Multi-lingual Street Signs,IMG_8202,,,Chinese,Stop,Limite de velocidad 50,,,2024-01-02 04:33:00,,0.61,326,219,139,102,0.5050915884308902,0.35165341606804834,0.31599593362497136,0.15236908180193887,Uncertain
1715,Handwritten Math Solutions,IMG_1517,x^2 + y^2 = 25,1.0,,,,,,2024-01-02 04:34:00,,0.65,192,12,68,86,0.1715591891994941,0.3436403141366209,0.7142186260034907,0.9963868633088148,Correct
1716,Multi-lingual Street Signs,IMG_5400,,,English,Yield,禁止进入,,,2024-01-02 04:35:00,,0.91,104,234,68,51,0.8835365777875348,0.9545770297767516,0.3794390933462988,0.647129907989861,Correct
1717,Handwritten Math Solutions,IMG_1172,x^2 + y^2 = 25,6.0,,,,,,2024-01-02 04:36:00,,0.93,405,390,185,90,0.3830803563709567,0.9843290747938371,0.07902668530467172,0.491903411992478,Uncertain
1718,Multi-lingual Street Signs,IMG_5491,,,French,No Entry,禁止进入,,,2024-01-02 04:37:00,,0.79,35,341,181,51,0.13548440657982286,0.985721865381488,0.5189013278477249,0.4360893931762805,Uncertain
1719,Multi-lingual Street Signs,IMG_3688,,,Chinese,Yield,Cédez le passage,,,2024-01-02 04:38:00,,0.73,54,304,71,193,0.24705855571744584,0.3033355031939926,0.030378220682451107,0.8534631860841175,Correct
1720,Security Camera Anomalies,IMG_1055,,,,,,Unauthorized Access,0.32,2024-01-02 04:39:00,45.0,0.75,169,312,119,122,0.400677033155737,0.7930774193521171,0.0392662224566005,0.5032787310497543,Incorrect
1721,Multi-lingual Street Signs,IMG_4959,,,French,Stop,Cédez le passage,,,2024-01-02 04:40:00,,0.78,0,113,133,169,0.6583371207857717,0.3419076765029688,0.9259253856397597,0.25243598472650086,Incorrect
1722,Security Camera Anomalies,IMG_5477,,,,,,Loitering,0.48,2024-01-02 04:41:00,49.0,0.93,282,479,178,184,0.798362757981417,0.523100388856053,0.9785603231319655,0.8747870716109276,Correct
1723,Multi-lingual Street Signs,IMG_8251,,,English,No Entry,Cédez le passage,,,2024-01-02 04:42:00,,0.56,206,466,92,116,0.11075359341027213,0.71897841090808,0.9221443789582565,0.8775179132628489,Correct
1724,Multi-lingual Street Signs,IMG_8602,,,French,Speed Limit 50,Alto,,,2024-01-02 04:43:00,,0.53,377,441,137,53,0.30089599651421806,0.3550762409043495,0.5726553438591407,0.25929345015804306,Uncertain
1725,Handwritten Math Solutions,IMG_2701,∫ x dx,2.0,,,,,,2024-01-02 04:44:00,,0.88,137,345,56,98,0.45400709088444535,0.14891314805176548,0.9132074283217942,0.5284543289836214,Correct
1726,Handwritten Math Solutions,IMG_8809,x^2 + y^2 = 25,1.0,,,,,,2024-01-02 04:45:00,,0.97,75,482,182,124,0.02170270522193929,0.41731106583531075,0.1534812396063111,0.46026119731180226,Uncertain
1727,Security Camera Anomalies,IMG_1027,,,,,,Normal,1.0,2024-01-02 04:46:00,26.0,0.83,481,305,120,58,0.28532512636295226,0.9751772187799939,0.08910579649252492,0.9494896154187246,Uncertain
1728,Handwritten Math Solutions,IMG_6619,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-02 04:47:00,,0.79,275,309,104,119,0.7644183443398298,0.35646346403005713,0.24800406963066657,0.2902581002779183,Incorrect
1729,Security Camera Anomalies,IMG_5572,,,,,,Unauthorized Access,0.77,2024-01-02 04:48:00,33.0,0.89,302,175,92,92,0.8864139541005231,0.3672353972661111,0.1314515721173266,0.08328085231473137,Incorrect
1730,Multi-lingual Street Signs,IMG_9463,,,Spanish,Yield,Alto,,,2024-01-02 04:49:00,,0.64,346,440,147,164,0.11268009296552384,0.3836725011900878,0.18043510708000077,0.37503371648525285,Uncertain
1731,Security Camera Anomalies,IMG_5616,,,,,,Unauthorized Access,0.42,2024-01-02 04:50:00,50.0,0.85,413,406,56,107,0.12347437771185321,0.013936212927802671,0.9480083076540249,0.8199096688890681,Uncertain
1732,Multi-lingual Street Signs,IMG_8958,,,English,Stop,Limite de velocidad 50,,,2024-01-02 04:51:00,,0.65,267,142,135,86,0.1487288002387318,0.8171008404435901,0.6024789046286638,0.05122327397851156,Uncertain
1733,Multi-lingual Street Signs,IMG_5145,,,English,No Entry,Alto,,,2024-01-02 04:52:00,,0.53,312,26,122,135,0.027605511184740306,0.23991491070073512,0.9199117452368594,0.8011175064251613,Incorrect
1734,Security Camera Anomalies,IMG_4069,,,,,,Unauthorized Access,0.36,2024-01-02 04:53:00,37.0,0.78,498,211,138,77,0.792926238722823,0.960378544388219,0.7203572905505274,0.6755163347319555,Incorrect
1735,Handwritten Math Solutions,IMG_3473,x^2 + y^2 = 25,6.0,,,,,,2024-01-02 04:54:00,,0.64,127,261,90,139,0.4339673006969471,0.7409220776100282,0.7887919891427547,0.708150180241241,Uncertain
1736,Handwritten Math Solutions,IMG_4256,∫ x dx,10.0,,,,,,2024-01-02 04:55:00,,0.94,305,459,159,165,0.4784739382042146,0.03523288420923776,0.4522765997658974,0.2729714224630029,Uncertain
1737,Handwritten Math Solutions,IMG_5058,∫ x dx,2.0,,,,,,2024-01-02 04:56:00,,0.59,55,488,198,120,0.49038983508268374,0.30898904519079584,0.46215619161917787,0.2671715702168188,Incorrect
1738,Security Camera Anomalies,IMG_9140,,,,,,Unauthorized Access,0.75,2024-01-02 04:57:00,35.0,0.79,312,229,122,156,0.07448017031891119,0.14804787228429694,0.9067741845584623,0.7356239704705548,Correct
1739,Handwritten Math Solutions,IMG_2073,Σ(n=1 to ∞) 1/n^2,5.0,,,,,,2024-01-02 04:58:00,,0.79,465,153,177,150,0.6015067571817673,0.9644752197425677,0.31983101844608786,0.4882483723215534,Incorrect
1740,Multi-lingual Street Signs,IMG_4735,,,Spanish,Speed Limit 50,禁止进入,,,2024-01-02 04:59:00,,0.93,58,418,193,151,0.6966422930887944,0.8710266246248669,0.5570987444193385,0.617044339097054,Incorrect
1741,Security Camera Anomalies,IMG_5745,,,,,,Normal,0.42,2024-01-02 05:00:00,27.0,0.95,244,487,143,96,0.2721271299004818,0.3762074801557701,0.16012608191653166,0.10194964102600412,Correct
1742,Multi-lingual Street Signs,IMG_5263,,,English,No Entry,Cédez le passage,,,2024-01-02 05:01:00,,0.54,305,135,72,144,0.9564778995318004,0.5082552768157746,0.04038112842775354,0.1106728187388627,Correct
1743,Multi-lingual Street Signs,IMG_9900,,,English,Stop,Cédez le passage,,,2024-01-02 05:02:00,,0.69,358,276,66,145,0.3295334465771803,0.14940015316352817,0.6321928568506747,0.7163989525830878,Incorrect
1744,Multi-lingual Street Signs,IMG_3212,,,English,Stop,Cédez le passage,,,2024-01-02 05:03:00,,0.94,89,170,80,144,0.8637054710075809,0.8755784635076241,0.8808320773486896,0.31351631583327255,Incorrect
1745,Multi-lingual Street Signs,IMG_2693,,,French,No Entry,禁止进入,,,2024-01-02 05:04:00,,0.74,389,42,56,163,0.6884767963058527,0.3938833367274893,0.35504814809947505,0.5009626588105632,Incorrect
1746,Multi-lingual Street Signs,IMG_8244,,,Chinese,Stop,Cédez le passage,,,2024-01-02 05:05:00,,0.86,331,93,64,130,0.9834358730618281,0.6008465684477927,0.1400812797522376,0.7999055204116927,Incorrect
1747,Handwritten Math Solutions,IMG_8735,x^2 + y^2 = 25,9.0,,,,,,2024-01-02 05:06:00,,0.68,157,165,172,77,0.3790330605019152,0.05818845925431693,0.7539792097912216,0.6102629877633167,Incorrect
1748,Handwritten Math Solutions,IMG_1671,Σ(n=1 to ∞) 1/n^2,8.0,,,,,,2024-01-02 05:07:00,,0.62,96,389,122,98,0.11335229245773004,0.6212659056789835,0.7792848774310986,0.7171179745870426,Uncertain
1749,Security Camera Anomalies,IMG_4700,,,,,,Unauthorized Access,0.93,2024-01-02 05:08:00,26.0,0.69,113,289,135,179,0.9217296283344533,0.7521150914236889,0.8607577468771505,0.9373677244674803,Correct
1750,Security Camera Anomalies,IMG_3621,,,,,,Unauthorized Access,0.94,2024-01-02 05:09:00,47.0,0.69,248,327,65,74,0.6344072757976283,0.6764193097277619,0.6626524150703164,0.37463358494746424,Uncertain
1751,Handwritten Math Solutions,IMG_7539,x^2 + y^2 = 25,7.0,,,,,,2024-01-02 05:10:00,,0.53,200,283,168,160,0.7526700663841462,0.3812233742575275,0.08787689794060816,0.4490831752805783,Correct
1752,Handwritten Math Solutions,IMG_4609,Σ(n=1 to ∞) 1/n^2,10.0,,,,,,2024-01-02 05:11:00,,0.81,143,58,51,62,0.24946017063840276,0.9202639235104179,0.6688286793787147,0.15917451402376248,Correct
1753,Multi-lingual Street Signs,IMG_9818,,,Chinese,Yield,Limite de velocidad 50,,,2024-01-02 05:12:00,,0.89,275,159,154,136,0.36153653719022394,0.8712583816918494,0.14546746543141797,0.9296139331201175,Correct
1754,Multi-lingual Street Signs,IMG_2769,,,French,Yield,Alto,,,2024-01-02 05:13:00,,0.79,155,28,168,75,0.26125931927758106,0.7494700060394001,0.21698927130867907,0.06595297025001368,Incorrect
1755,Handwritten Math Solutions,IMG_6083,x^2 + y^2 = 25,2.0,,,,,,2024-01-02 05:14:00,,0.81,432,179,109,188,0.05517840149167175,0.28178406699334824,0.16981458971412355,0.47631443724138844,Correct
